ISSN;Título;Estrato;Hindex5;Hindex SJR;JIF;5 JIF;Eigenfactor;Article influence;
1856-8378;REVISTA LATINOAMERICANA DE ESTUDIOS DEL TRABAJO;B1;0;0;0;0;0;0;
0185-4534;REVISTA MEXICANA DE ANÁLISIS DE LA CONDUCTA;B1;8;6;0;0;0;0;
1984-4905;REVISTA NEUROCIÊNCIAS (ONLINE);B1;0;6;0;0;0;0;
1984-3755;REVISTA PISTIS & PRAXIS: TEOLOGIA E PASTORAL;B1;3;0;0;0;0;0;
1645-0523;REVISTA PORTUGUESA DE CIÊNCIAS DO DESPORTO;B1;5;0;0;0;0;0;
1647-2160;REVISTA PORTUGUESA DE ENFERMAGEM DE SAÚDE MENTAL;B1;7;0;0;0;0;0;
2236-9473;REVISTA PÓS CIÊNCIAS SOCIAIS;B1;5;0;0;0;0;0;
2216-0159;REVISTA PRAXIS & SABER: MAESTRÍA EN EDUCACIÓN;B1;0;0;0;0;0;0;
2178-2679;REVISTA PRÁXIS EDUCACIONAL;B1;0;0;0;0;0;0;
2178-2679;REVISTA PRAXISEDUCACIONAL;B1;0;0;0;0;0;0;
1980-8623;REVISTA PSICO;B1;0;0;0;0;0;0;
1982-0305;REVISTA TEIAS (UERJ. ONLINE);B1;0;0;0;0;0;0;
1982-0305;REVISTA TEIAS (UERJ. ONLINE);B1;0;0;0;0;0;0;
2358-1425;REVISTA TEMPOS E ESPAÇOS EM EDUCAÇÃO;B1;5;0;0;0;0;0;
2358-1425;REVISTA TEMPOS E ESPAÇOS EM EDUCAÇÃO (ONLINE);B1;0;0;0;0;0;0;
1989-8614;REVISTA TENDÉNCIAS PEDAGOGICAS - UNIVERSIDAD AUTÓNOMA DE MADRID;B1;0;0;0;0;0;0;
1980-6914;REVISTA TODAS AS LETRAS (MACKENZIE. ONLINE);B1;0;0;0;0;0;0;
1984-6835;REVISTA VIRTUAL DE QUÍMICA;B1;11;7;0;0;0;0;
2447-746X;RIDPHE_R REVISTA IBEROAMERICANA DO PATRIMÔNIO HISTÓRICO-EDUCATIVO;B1;0;0;0;0;0;0;
2177-6059;ROTEIRO;B1;4;0;0;0;0;0;
0104-4311;ROTEIRO (JOAÇABA);B1;0;0;0;0;0;0;
0104-4311;ROTEIRO (UNOESC);B1;0;0;0;0;0;0;
2158-2440;SAGE OPEN;B1;25;9;0;0;0;0;
1516-3180;SÃO PAULO MEDICAL JOURNAL (IMPRESSO);B1;25;30;0.929;0.949;0.00102;0.239;
0103-1104;SAUDE EM DEBATE;B1;16;0;0;0;0;0;
2077-2327;SCIENCE EDUCATION INTERNATIONAL (ONLINE);B1;0;0;0;0;0;0;
1855-7171;SCIENCE OF GYMNASTIC JOURNAL;B1;9;4;0;0;0;0;
1855-7171;SCIENCE OF GYMNASTICS JOURNAL;B1;0;0;0;0;0;0;
1678-3166;SCIENTIAE STUDIA (USP);B1;0;0;0;0;0;0;
1679-0359;SEMINA. CIÊNCIAS AGRÁRIAS (ONLINE);B1;0;18;0.309;0.373;0.002;0.086;
0101-9562;SEQUÊNCIA (UFSC);B1;0;0;0;0;0;0;
2318-1982;SÉRIE-ESTUDOS;B1;6;0;0;0;0;0;
1414-5138;SÉRIE-ESTUDOS (UCDB);B1;6;0;0;0;0;0;
0101-6628;SERVIÇO SOCIAL & SOCIEDADE;B1;19;0;0;0;0;0;
0101-6628;SERVIÇO SOCIAL & SOCIEDADE;B1;19;0;0;0;0;0;
1095-5143;SEXUALITY & CULTURE;B1;17;18;0;0;0;0;
2316-3690;SIGNÓTICA;B1;0;0;0;0;0;0;
0103-7250;SIGNOTICA (UFG);B1;0;0;0;0;0;0;
2237-4876;SIGNUM [LONDRINA]: ESTUDOS DE LINGUAGEM;B1;0;0;0;0;0;0;
1516-3083;SIGNUM [LONDRINA]: ESTUDOS DE LINGUAGEM;B1;0;0;0;0;0;0;
1466-0970;SOCCER AND SOCIETY;B1;0;15;0;0;0;0;
0933-7954;SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY (PRINT);B1;49;97;2.922;2.99;0.01309;1.017;
1415-8566;SOCIEDADE E CULTURA (IMPRESSO);B1;6;2;0;0;0;0;
1980-8194;SOCIEDADE E CULTURA (ONLINE);B1;0;2;0;0;0.00002;0;
0102-6992;SOCIEDADE E ESTADO;B1;12;7;0;0;0;0;
0102-6992;SOCIEDADE E ESTADO (UNB. IMPRESSO);B1;0;7;0;0;0;0;
0873-6529;SOCIOLOGIA (LISBOA);B1;0;9;0;0;0;0;
0038-2337;SOUTH AFRICAN JOURNAL OF OCCUPATIONAL THERAPY;B1;6;0;0;0;0;0;
2193-1801;SPRINGERPLUS;B1;32;21;1.13;1.29;0.01052;0.308;
1572-3127;STATISTICAL METHODOLOGY;B1;15;24;0.67;0.867;0.00166;0.513;
1666-244X;SUBJETIVIDAD Y PROCESOS COGNITIVOS;B1;4;0;0;0;0;0;
0718-0446;SUMMA PSICOLÓGICA UST;B1;0;0;0;0;0;0;
1477-965X;TECHNOETIC ARTS;B1;3;2;0;0;0;0;
1982-0305;TEIAS (RIO DE JANEIRO);B1;0;0;0;0;0;0;
1518-5370;TEIAS (RIO DE JANEIRO. IMPRESSO);B1;0;0;0;0;0;0;
2175-3652;TEMAS EM PSICOLOGIA;B1;11;2;0;0;0;0;
1413-389X;TEMAS EM PSICOLOGIA (RIBEIRÃO PRETO);B1;0;2;0;0;0;0;
0101-4838;TEMPO PSICANALÍTICO;B1;6;2;0;0;0;0;
1983-6597;TEMPOS E ESPAÇOS EM EDUCAÇÃO;B1;5;0;0;0;0;0;
1518-4471;TEORIA & SOCIEDADE (UFMG);B1;0;0;0;0;0;0;
1980-265X;TEXTO & CONTEXTO ENFERMAGEM;B1;25;0;0;0;0;0;
0104-0707;TEXTO & CONTEXTO ENFERMAGEM;B1;25;13;0.134;0;0.00048;0;
0104-0707;TEXTO & CONTEXTO ENFERMAGEM (UFSC. IMPRESSO);B1;0;13;0.134;0;0.00048;0;
1677-9509;TEXTOS & CONTEXTOS (PORTO ALEGRE);B1;8;0;0;0;0;0;
1989-1660;THE INTERNATIONAL JOURNAL OF INTERACTIVE MULTIMEDIA AND ARTIFICIAL INTELLIGENCE - IJIMAI;B1;0;0;0;0;0;0;
1537-744X;THE SCIENTIFIC WORLD JOURNAL;B1;55;56;1.219;1.3;0.01072;0.343;
0190-3330;THINKING (UPPER MONTCLAIR. N.J.);B1;0;0;0;0;0;0;
1517-1000;TODAS AS LETRAS (SÃO PAULO. IMPRESSO);B1;0;0;0;0;0;0;
2237-101X;TOPOI (ONLINE): REVISTA DE HISTORIA;B1;0;0;0;0;0;0;
2238-037X;TRABALHO & EDUCAÇÃO;B1;7;0;0;0;0;0;
1516-9537;TRABALHO & EDUCAÇÃO (UFMG);B1;0;0;0;0;0;0;
2175-764X;TRABALHOS EM LINGUÍSTICA APLICADA;B1;10;0;0;0;0;0;
0103-1813;TRABALHOS EM LINGUÍSTICA APLICADA (UNICAMP);B1;0;0;0;0;0;0;
1449-8855;TRANSNATIONAL CURRICULUM INQUIRY;B1;0;0;0;0;0;0;
1138-3305;TRÍPODOS (BARCELONA);B1;0;0;0;0;0;0;
1835-9795;UBIQUITOUS LEARNING: AN INTERNATIONAL JOURNAL;B1;0;5;0;0;0;0;
0120-4807;UNIVERSITAS HUMANISTICA;B1;9;0;0;0;0;0;
2161-6248;US-CHINA EDUCATION REVIEW;B1;11;0;0;0;0;0;
1548-6613;US-CHINA EDUCATION REVIEW;B1;11;0;0;0;0;0;
2161-623X;US-CHINA EDUCATION REVIEW A & B;B1;0;0;0;0;0;0;
1809-4341;VIBRANT (FLORIANÓPOLIS);B1;0;0;0;0;0;0;
2317-269X;VIGILÂNCIA SANITÁRIA EM DEBATE: SOCIEDADE. CIÊNCIA & TECNOLOGIA;B1;5;0;0;0;0;0;
1984-8420;WORKING PAPERS EM LINGUÍSTICA (ONLINE);B1;0;0;0;0;0;0;
2176-1744;ZETETIKÉ (ON LINE);B1;0;0;0;0;0;0;
0104-4877;ZETETIKE (UNICAMP);B1;0;0;0;0;0;0;
2316-9451;ABAKÓS;B2;0;0;0;0;0;0;
2238-0701;AÇÃO MIDIÁTICA - ESTUDOS EM COMUNICAÇÃO. SOCIEDADE E CULTURA;B2;3;0;0;0;0;0;
2238-0701;AÇÃO MIDIÁTICA - ESTUDOS EM COMUNICAÇÃO. SOCIEDADE E CULTURA;B2;3;0;0;0;0;0;
0001-6896;ACTA PSIQUIÁTRICA Y PSICOLÓGICA DE AMÉRICA LATINA;B2;0;0;0;0;0;0;
1517-4492;ACTA SCIENTIAE (ULBRA);B2;0;0;0;0;0;0;
1983-4675;ACTA SCIENTIARUM. LANGUAGE AND CULTURE (IMPRESSO);B2;4;2;0;0;0;0;
1983-4683;ACTA SCIENTIARUM. LANGUAGE AND CULTURE (ONLINE);B2;0;2;0;0;0;0;
2446-7006;ACTA SEMIÓTICA ET LINGVISTICA;B2;0;0;0;0;0;0;
0120-1700;ACTUALIDADES PEDAGÓGICAS;B2;5;0;0;0;0;0;
2358-0917;ADMINISTRAÇÃO: ENSINO E PESQUISA (RAEP);B2;0;0;0;0;0;0;
2177-6083;ADMINISTRAÇÃO: ENSINO E PESQUISA (RAEP);B2;0;0;0;0;0;0;
2055-0286;ADVANCES IN SOCIAL SCIENCES RESEARCH JOURNAL;B2;6;0;0;0;0;0;
1984-5634;AEDOS: REVISTA DO CORPO DISCENTE DO PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA DA UFRGS (ONLINE);B2;0;0;0;0;0;0;
2317-2096;ALETRIA: REVISTA DE ESTUDOS DE LITERATURA;B2;0;0;0;0;0;0;
1982-5153;ALEXANDRIA (UFSC);B2;0;0;0;0;0;0;
2162-142X;AMERICAN INTERNATIONAL JOURNAL OF CONTEMPORARY RESEARCH;B2;3;0;0;0;0;0;
2162-139X;AMERICAN INTERNATIONAL JOURNAL OF CONTEMPORARY RESEARCH (PRINT);B2;3;0;0;0;0;0;
0122-2066;ANUARIO DE HISTORIA REGIONAL Y DE LAS FRONTERAS;B2;3;0;0;0;0;0;
1807-1325;ARQUIVOS DE CIÊNCIAS DA SAÚDE (FAMERP);B2;0;0;0;0;0;0;
1516-8603;ARTCULTURA (UFU);B2;0;0;0;0;0;0;
1809-8274;ARTEFILOSOFIA (UFOP);B2;0;0;0;0;0;0;
2321-0893;ASIAN JOURNAL OF APPLIED SCIENCES;B2;0;0;0;0;0;0;
2238-3069;ÁSKESIS;B2;0;0;0;0;0;0;
2253-6604;ATHLOS: REVISTA INTERNACIONAL DE CIENCIAS SOCIALES DE LA ACTIVIDAD FÍSICA . EL JUEGO Y EL DEPORTE;B2;0;0;0;0;0;0;
2253-6604;ATHLOS. REVISTA INTERNACIONAL DE CIENCIAS SOCIALES DE LA ACTIVIDAD FÍSICA. EL JUEGO Y EL DEPORTE;B2;0;0;0;0;0;0;
0121-4500;AVANCES EN ENFERMERIA;B2;9;0;0;0;0;0;
0104-6578;BARBARÓI (UNISC. IMPRESSO);B2;0;0;0;0;0;0;
1982-2022;BARBARÓI (UNISC. ONLINE);B2;0;0;0;0;0;0;
2316-6614;BELAS INFIÉIS;B2;0;0;0;0;0;0;
1562-4730;BIBLIOS (LIMA);B2;0;1;0;0;0;0;
1981-3163;BIOSCIENCE JOURNAL (ONLINE);B2;0;0;0.267;0.351;0.00141;0.095;
1980-4504;BOITATÁ;B2;0;0;0;0;0;0;
2176-4786;BOLETIM DE GEOGRAFIA (ONLINE);B2;0;0;0;0;0;0;
0102-549X;BOLETIM TÉCNICO DO SENAC;B2;4;0;0;0;0;0;
2175-7941;CADERNO BRASILEIRO DE ENSINO DE FÍSICA;B2;10;0;0;0;0;0;
1677-2334;CADERNO BRASILEIRO DE ENSINO DE FÍSICA;B2;0;0;0;0;0;0;
2175-7941;CADERNO BRASILEIRO DE ENSINO DE FÍSICA (ONLINE);B2;0;0;0;0;0;0;
2318-6933;CADERNO ELETRÔNICO DE CIÊNCIAS SOCIAIS;B2;0;0;0;0;0;0;
2178-9770;CADERNOS CIMEAC;B2;0;0;0;0;0;0;
1678-1244;CADERNOS DA FUCAMP;B2;3;0;0;0;0;0;
1677-9061;CADERNOS DE COMUNICAÇÃO (UFSM);B2;0;0;0;0;0;0;
2237-8871;CADERNOS DE HISTÓRIA;B2;3;0;0;0;0;0;
2317-742X;CADERNOS DE PESQUISA EM EDUCAÇÃO;B2;0;0;0;0;0;0;
1519-4507;CADERNOS DE PESQUISA EM EDUCAÇÃO PPGE-UFES;B2;0;0;0;0;0;0;
2317-742X;CADERNOS DE PESQUISA EM EDUCAÇÃO PPGE.UFES;B2;0;0;0;0;0;0;
1413-6295;CADERNOS DE PSICANÁLISE (CÍRCULO PSICANALÍTICO/RJ);B2;0;0;0;0;0;0;
1981-0490;CADERNOS DE PSICOLOGIA SOCIAL DO TRABALHO;B2;8;0;0;0;0;0;
1516-3717;CADERNOS DE PSICOLOGIA SOCIAL DO TRABALHO (USP);B2;0;0;0;0;0;0;
2236-5710;CADERNOS GESTÃO PÚBLICA E CIDADANIA;B2;5;0;0;0;0;0;
1983-778X;CAMINHOS (GOIÂNIA. ONLINE);B2;0;0;0;0;0;0;
1678-3034;CAMINHOS (UCG);B2;0;0;0;0;0;0;
1678-3034;CAMINHOS (UCG. IMPRESSO);B2;0;0;0;0;0;0;
0302-766X;CELL AND TISSUE RESEARCH (PRINT);B2;53;117;2.787;3.256;0.01546;0.953;
1980-8631;CIÊNCIA & ENSINO;B2;0;0;0;0;0;0;
1980-8631;CIÊNCIA & ENSINO (ONLINE);B2;0;0;0;0;0;0;
1414-5111;CIÊNCIA & ENSINO (UNICAMP. IMPRESSO);B2;0;0;0;0;0;0;
1677-3861;CIÊNCIA. CUIDADO & SAÚDE;B2;0;0;0;0;0;0;
1984-7513;CIÊNCIA. CUIDADO E SAÚDE (ONLINE);B2;0;0;0;0;0;0;
1984-4271;CIÊNCIA E DESENVOLVIMENTO - REVISTA ELETRÔNICA DA FAINOR (BA);B2;0;0;0;0;0;0;
1806-5821;CIÊNCIAS & COGNIÇÃO (UFRJ);B2;0;0;0;0;0;0;
0328-820X;CLIO & ASOCIADOS. LA HISTORIA ENSEÑADA;B2;0;0;0;0;0;0;
1983-7070;COMUNICACAO. MIDIA E CONSUMO (ONLINE);B2;0;0;0;0;0;0;
1806-4981;COMUNICAÇÃO. MÍDIA E CONSUMO (SÃO PAULO. IMPRESSO);B2;0;0;0;0;0;0;
1981-2132;COMUNICOLOGIA (BRASÍLIA);B2;2;0;0;0;0;0;
1984-7114;CONTRAPONTOS (ONLINE);B2;0;0;0;0;0;0;
1519-8227;CONTRAPONTOS (UNIVALI) (CESSOU EM 2008. CONT. ISSN 1984-7114 CONTRAPONTOS (ONLINE));B2;0;0;0;0;0;0;
0104-9321;CRITICA MARXISTA (SÃO PAULO);B2;0;0;0;0;0;0;
1816-5435;CULTURAL-HISTORICAL PSYCHOLOGY;B2;0;0;0;0;0;0;
0147-2526;DANCE CHRONICLE;B2;3;5;0;0;0;0;
2176-9109;DESENVOLVIMENTO E MEIO AMBIENTE;B2;8;0;0;0;0;0;
1518-952X;DESENVOLVIMENTO E MEIO AMBIENTE (UFPR);B2;0;0;0;0;0;0;
2237-6453;DESENVOLVIMENTO EM QUESTÃO;B2;7;0;0;0;0;0;
1983-9294;DIALOGIA;B2;3;0;0;0;0;0;
1677-1303;DIALOGIA (UNINOVE. IMPRESSO);B2;0;0;0;0;0;0;
2224-2643;DIDASC@ALIA: DIDACTICA Y EDUCACIÓN;B2;0;0;0;0;0;0;
2317-496X;DIREITO. POLÍTICA E SOCIEDADE;B2;0;0;0;0;0;0;
0102-762X;DISTÚRBIOS DA COMUNICAÇÃO;B2;8;0;0;0;0;0;
2176-2724;DISTÚRBIOS DA COMUNICAÇÃO;B2;8;0;0;0;0;0;
2176-2724;DISTÚRBIOS DA COMUNICAÇÃO (ONLINE);B2;0;0;0;0;0;0;
2176-1043;EDUCAÇAO & LINGUAGEM;B2;0;0;0;0;0;0;
1415-9902;EDUCAÇÃO & LINGUAGEM;B2;0;0;0;0;0;0;
2176-1043;EDUCAÇÃO & LINGUAGEM;B2;0;0;0;0;0;0;
2176-1043;EDUCAÇÃO & LINGUAGEM (ONLINE);B2;0;0;0;0;0;0;
2237-258X;EDUCAÇÃO E FRONTEIRAS ON-LINE;B2;3;0;0;0;0;0;
1982-6273;EDUCAÇÃO E FRONTEIRAS (UFGD);B2;0;0;0;0;0;0;
2236-5192;EDUCAÇÃO EM REVISTA;B2;9;0;0;0;0;0;
1518-7926;EDUCAÇÃO EM REVISTA (UNESP. MARÍLIA);B2;0;0;0;0;0;0;
1646-933X;EDUCACAO. FORMACAO & TECNOLOGIAS;B2;0;0;0;0;0;0;
1809-3760;EDUCAÇÃO ON-LINE (PUCRJ);B2;0;0;0;0;0;0;
2179-8435;EDUCAÇÃO POR ESCRITO;B2;0;0;0;0;0;0;
2179-8435;EDUCAÇÃO POR ESCRITO PUCRS;B2;0;0;0;0;0;0;
0120-677X;EDUCACION FISICA Y DEPORTE;B2;3;0;0;0;0;0;
1019-9403;EDUCACIÓN (LIMA. 1992);B2;0;0;0;0;0;0;
0873-0504;EDUCARE EDUCERE;B2;0;0;0;0;0;0;
2038-579X;EDUCAZIONE DEMOCRATICA;B2;0;0;0;0;0;0;
1981-4712;EDUCERE & EDUCARE REVISTA DE EDUCAÇÃO;B2;0;0;0;0;0;0;
1809-5208;EDUCERE ET EDUCARE;B2;0;0;0;0;0;0;
1809-5208;EDUCERE ET EDUCARE (IMPRESSO);B2;0;0;0;0;0;0;
1981-4712;EDUCERE ET EDUCARE (VERSÃO ELETRÔNICA);B2;0;0;0;0;0;0;
1646-933X;EFT:HTTP://EFT.EDUCOM.PT;B2;0;0;0;0;0;0;
2316-4360;ÉLISÉE - REVISTA DE GEOGRAFIA DA UEG;B2;0;0;0;0;0;0;
1982-7814;EMANCIPAÇÃO (ONLINE) (PONTA GROSSA);B2;0;0;0;0;0;0;
1519-7611;EMANCIPAÇÃO (UEPG);B2;0;0;0;0;0;0;
1519-7611;EMANCIPAÇÃO (UEPG. IMPRESSO);B2;0;0;0;0;0;0;
1579-2617;ENSEÑANZA DE LAS CIENCIAS SOCIALES;B2;0;0;0;0;0;0;
1983-1730;ENSINO EM RE-VISTA;B2;0;0;0;0;0;0;
0104-3757;ENSINO EM RE-VISTA (UFU. IMPRESSO);B2;0;0;0;0;0;0;
2179-3948;ENTRELETRAS (ONLINE);B2;0;0;0;0;0;0;
2179-3514;ENTREMEIOS;B2;0;0;0;0;0;0;
2179-3514;ENTREMEIOS;B2;0;0;0;0;0;0;
2179-3514;ENTREMEIOS;B2;0;0;0;0;0;0;
1518-2487;EPTIC (UFS);B2;0;0;0;0;0;0;
2175-7976;ESBOÇOS;B2;2;0;0;0;0;0;
1414-722X;ESBOÇOS (UFSC);B2;2;0;0;0;0;0;
0014-0481;ESPACES ET SOCIÉTÉS;B2;7;0;0;0;0;0;
1139-3637;ESPÉCULO (MADRID);B2;0;0;0;0;0;0;
1808-4281;ESTUDOS E PESQUISAS EM PSICOLOGIA (ONLINE);B2;0;0;0;0;0;0;
1676-3041;ESTUDOS E PESQUISAS EM PSICOLOGIA (UERJ. IMPRESSO);B2;0;0;0;0;0;0;
2178-1494;ESTUDOS HISTÓRICOS;B2;0;0;0;0;0;0;
0103-2186;ESTUDOS HISTORICOS (RIO DE JANEIRO);B2;6;0;0;0;0;0;
2236-2983;EXITUS;B2;3;0;0;0;0;0;
2236-2983;EXITUS;B2;3;0;0;0;0;0;
2179-6386;EXPEDIÇÕES: TEORIA DA HISTÓRIA E HISTORIOGRAFIA;B2;2;0;0;0;0;0;
2358-3878;FACES DA HISTÓRIA;B2;0;0;0;0;0;0;
2236-5907;FINEDUCA - REVISTA DE FINANCIAMENTO DA EDUCAÇÃO;B2;0;0;0;0;0;0;
2236-5907;FINEDUCA: REVISTA DE FINANCIAMENTO DA EDUCAÇÃO;B2;0;0;0;0;0;0;
1980-5918;FISIOTERAPIA EM MOVIMENTO;B2;14;0;0;0;0;0;
0103-5150;FISIOTERAPIA EM MOVIMENTO (PUCPR. IMPRESSO);B2;0;0;0;0;0;0;
1984-8412;FÓRUM LINGUISTICO (ONLINE);B2;0;0;0;0;0;0;
0872-8380;FORUM SOCIOLÓGICO;B2;0;0;0;0;0;0;
0718-4018;F@RO (VALPARAÍSO. EN LÍNEA);B2;0;0;0;0;0;0;
2236-9929;FUCAMP CADERNOS;B2;3;0;0;0;0;0;
0102-3888;GEOGRAFIA (LONDRINA);B2;3;0;0;0;0;0;
2175-5604;GERMINAL: MARXISMO E EDUCAÇÃO EM DEBATE;B2;7;0;0;0;0;0;
2175-5604;GERMINAL: MARXISMO E EDUCAÇÃO EM DEBATE;B2;7;0;0;0;0;0;
2317-5087;GESTÃO E CONEXÕES;B2;0;0;0;0;0;0;
1807-5436;GESTÃO E DESENVOLVIMENTO (FEEVALE);B2;0;0;0;0;0;0;
2318-7131;GLÁUKS ONLINE;B2;0;0;0;0;0;0;
1415-9015;GLAUKS (UFV);B2;0;0;0;0;0;0;
2346-4712;GONDOLA: ENSENANZA Y APRENDIZAJE DE LAS CIENCIAS;B2;0;0;0;0;0;0;
2346-4712;GÓNDOLA. ENSEÑANZA Y APRENDIZAJE DE LAS CIENCIAS;B2;0;0;0;0;0;0;
1696-2060;HISTORIA ACTUAL ON-LINE;B2;0;0;0;0;0;0;
2358-1654;HISTÓRIA ORAL;B2;0;0;0;0;0;0;
1516-7658;HISTÓRIA ORAL (RIO DE JANEIRO);B2;0;0;0;0;0;0;
2359-2370;HISTÓRIA UNICAP;B2;0;0;0;0;0;0;
1518-1634;HOLOS (NATAL. IMPRESSO);B2;0;0;0;0;0;0;
1807-1600;HOLOS (NATAL. ONLINE);B2;0;0;0;0;0;0;
1807-1600;HOLOS (ONLINE);B2;0;0;0;0;0;0;
1577-3388;IBEROAMERICANA (MADRID);B2;0;1;0;0;0;0;
2175-8026;ILHA DO DESTERRO;B2;6;0;0;0;0;0;
0101-4846;ILHA DO DESTERRO (UFSC);B2;0;3;0;0;0;0;
2175-8034;ILHA. REVISTA DE ANTROPOLOGIA;B2;5;0;0;0;0;0;
0214-9877;INFAD (BARCELONA);B2;0;0;0;0;0;0;
0214-9877;INFAD REVISTA DE PSICOLOGÍA / INTERNATIONAL JOURNAL OF DEVELOPMENTAL AND EDUCATIONAL PSICHOLOGY;B2;4;0;0;0;0;0;
1516-084X;INFORMÁTICA NA EDUCAÇÃO;B2;8;0;0;0;0;0;
1982-1654;INFORMÁTICA NA EDUCAÇÃO;B2;8;0;0;0;0;0;
1516-084X;INFORMÁTICA NA EDUCAÇÃO (IMPRESSO);B2;0;0;0;0;0;0;
1982-1654;INFORMÁTICA NA EDUCAÇÃO:TEORIA E PRÁTICA;B2;0;0;0;0;0;0;
1570-1255;INFORMATION POLITY;B2;18;26;0;0;0;0;
2248-8723;INGENIERÍA E INVESTIGACIÓN;B2;8;6;0;0;0;0;
1666-2849;INSTANTES Y AZARES;B2;0;0;0;0;0;0;
1984-5499;INSTRUMENTO - REVISTA EM ESTUDO E PESQUISA EM EDUCAÇÃO;B2;3;0;0;0;0;0;
1516-6368;INSTRUMENTO (JUIZ DE FORA);B2;0;0;0;0;0;0;
1997-4043;INTEGRA EDUCATIVA;B2;4;0;0;0;0;0;
1981-8068;INTERAÇÃO EM PSICOLOGIA (IMPRESSO);B2;7;0;0;0;0;0;
1981-8076;INTERAÇÃO EM PSICOLOGIA (ONLINE);B2;0;0;0;0;0;0;
1983-2478;INTERAÇÕES - CULTURA E COMUNIDADE;B2;2;0;0;0;0;0;
1809-8479;INTERAÇÕES : CULTURA E COMUNIDADE (FACULDADE CATÓLICA DE UBERLÂNDIA. IMPRESSO);B2;0;0;0;0;0;0;
1413-4055;INTERCÂMBIO (PUCSP);B2;0;0;0;0;0;0;
1980-8879;INTERDISCIPLINAR: REVISTA DE ESTUDOS EM LÍNGUA E LITERATURA;B2;5;0;0;0;0;0;
1984-5677;INTERFACES BRASIL CANADÁ;B2;4;0;0;0;0;0;
1984-5677;INTERFACES BRASIL-CANADÁ ON LINE);B2;0;0;0;0;0;0;
2316-3321;INTERFACES CIENTÍFICAS - DIREITO;B2;2;0;0;0;0;0;
2316-3828;INTERFACES CIENTÍFICAS - EDUCAÇÃO;B2;2;0;0;0;0;0;
2316-3828;INTERFACES CIENTÍFICAS - EDUCAÇÃO;B2;2;0;0;0;0;0;
1413-0963;INTERMEIO (UFMS);B2;6;0;0;0;0;0;
2168-5029;INTERNATIONAL JOURNAL OF APPLIED PSYCHOLOGY;B2;6;0;0;0;0;0;
2168-5010;INTERNATIONAL JOURNAL OF APPLIED PSYCHOLOGY;B2;6;0;0;0;0;0;
2157-1074;INTERNATIONAL JOURNAL OF CRITICAL PEDAGOGY;B2;8;0;0;0;0;0;
2010-3689;INTERNATIONAL JOURNAL OF INFORMATION AND EDUCATION TECHNOLOGY;B2;17;0;0;0;0;0;
2010-3689;INTERNATIONAL JOURNAL OF INFORMATION AND EDUCATION TECHNOLOGY;B2;17;0;0;0;0;0;
1751-648X;INTERNATIONAL JOURNAL OF INNOVATIVE COMPUTING AND APPLICATIONS (PRINT);B2;0;12;0;0;0;0;
2075-017X;INTERNATIONAL JOURNAL OF MODERN EDUCATION AND COMPUTER SCIENCE (IJMECS);B2;0;0;0;0;0;0;
1743-727X;INTERNATIONAL JOURNAL OF RESEARCH & METHOD IN EDUCATION (PRINT);B2;14;18;0;0;0;0;
2310-2799;INVESTIGACIONES SOCIO-HISTÓRICAS REGIONALES;B2;0;0;0;0;0;0;
1807-9342;ITINERARIUS REFLECTIONIS (ONLINE);B2;0;0;0;0;0;0;
1679-2009;ITINERARIUS REFLECTIONIS (UFG. IMPRESSO);B2;0;0;0;0;0;0;
2175-2095;JORNAL BRASILEIRO DE ECONOMIA DA SAÚDE;B2;0;0;0;0;0;0;
0266-4763;JOURNAL OF APPLIED STATISTICS;B2;19;43;0.664;0.748;0.00449;0.339;
1360-0532;JOURNAL OF APPLIED STATISTICS;B2;19;43;0.664;0.748;0.00449;0.339;
2374-6254;JOURNAL OF ASTRONOMY & EARTH SCIENCES EDUCATION;B2;0;0;0;0;0;0;
1476-718X;JOURNAL OF EARLY CHILDHOOD RESEARCH (PRINT);B2;16;17;0;0;0;0;
2179-1074;JOURNAL OF MICROWAVES. OPTOELECTRONICS AND ELECTROMAGNETIC APPLICATIONS;B2;7;11;0;0;0;0;
0724-5688;KARLSRUHER PÄDAGOGISCHE BEITRÄGE;B2;0;0;0;0;0;0;
2446-6220;LAPLAGE EM REVISTA;B2;0;0;0;0;0;0;
1516-2168;LICERE (BELO HORIZONTE);B2;0;0;0;0;0;0;
1981-3171;LICERE (CENTRO DE ESTUDOS DE LAZER E RECREAÇÃO. ONLINE);B2;0;0;0;0;0;0;
1519-4906;LÍNGUA E INSTRUMENTOS LINGUÍSTICOS;B2;0;0;0;0;0;0;
1808-3498;LÍNGUA PORTUGUESA;B2;0;0;0;0;0;0;
1808-3498;LÍNGUA PORTUGUESA;B2;0;0;0;0;0;0;
1808-835X;LINGUÍSTICA (RIO DE JANEIRO);B2;0;0;0;0;0;0;
1980-9026;LINHA MESTRA;B2;0;0;0;0;0;0;
1980-9026;LINHA MESTRA (ASSOCIAÇÃO DE LEITURA DO BRASIL);B2;0;0;0;0;0;0;
1984-7238;LINHAS (FLORIANÓPOLIS. ONLINE);B2;0;0;0;0;0;0;
1518-367X;LINHAS (UDESC);B2;0;0;0;0;0;0;
1679-849X;LITERATURA E AUTORITARISMO (UFSM);B2;0;0;0;0;0;0;
